RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
KHSRP_4	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	18684992;31724725;16126846	RBPDB;SpliceAid-F;RBNS_ENCODE;CLIP	-
KHSRP_5	KHSRP	meme_xml	human	ENSG00000088247	SR;RSD;MRP;RL;TR;VRR	31226278	eCLIP_ENCODE	-
LARP4_1	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	31226278	eCLIP_ENCODE	-
LARP4_2	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	31226278	eCLIP_ENCODE	-
LARP4_3	LARP4	meme_xml	human	ENSG00000161813	RSD;TR	31226278	eCLIP_ENCODE	-
LARP4B_1	LARP4B	meme_xml	human	ENSG00000107929	-	26001795	PAR-CLIP	-
LIN28A_1	LIN28A	meme_xml	human	ENSG00000131914	-	22157959;22959275;23846655;19713957	PDB;HITS-CLIP;cisBP-RNA;RBPMap	-
LIN28B_1	LIN28B	meme_xml	human	ENSG00000187772	RM;RSD;MRP	31226278	eCLIP_ENCODE	-
LSM11_1	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	31226278	eCLIP_ENCODE	-
LSM11_2	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	31226278	eCLIP_ENCODE	-
LSM11_3	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	31226278	eCLIP_ENCODE	-
LSM11_4	LSM11	meme_xml	human	ENSG00000155858	TEP;SNT	31226278	eCLIP_ENCODE	-
MATR3_1	MATR3	meme_xml	human	ENSG00000015479	SR;RSD;VRR	23846655	cisBP-RNA	-
MBNL1_1	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	15257297;31724725	SpliceAid-F;RBNS_ENCODE	-
MBNL1_2	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	31724725	RBNS_ENCODE	-
MBNL1_3	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	26883358	HITS-CLIP	-
MBNL1_4	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	26883358	HITS-CLIP	-
MBNL1_5	MBNL1	meme_xml	human	ENSG00000152601	SR;RSD;RE	26883358	HITS-CLIP	-
METAP2_1	METAP2	meme_xml	human	ENSG00000111142	-	31226278	eCLIP_ENCODE	-
MSI1_1	MSI1	meme_xml	human	ENSG00000135097	SR;TR	31724725	RBNS_ENCODE	-
MSI1_2	MSI1	meme_xml	human	ENSG00000135097	SR;TR	31724725	RBNS_ENCODE	-
MSI1_3	MSI1	meme_xml	human	ENSG00000135097	SR;TR	31724725	RBNS_ENCODE	-
MSI1_4	MSI1	meme_xml	human	ENSG00000135097	SR;TR	23846655	cisBP-RNA	-
MSI2_1	MSI2	meme_xml	human	ENSG00000153944	TR	24395885	HITS-CLIP	-
MTPAP_1	MTPAP	meme_xml	human	ENSG00000107951	TEP;TRR;MTR	31226278	eCLIP_ENCODE	-
MTPAP_2	MTPAP	meme_xml	human	ENSG00000107951	TEP;TRR;MTR	31226278	eCLIP_ENCODE	-
NCBP2_1	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	31226278	eCLIP_ENCODE	-
NCBP2_2	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	31226278	eCLIP_ENCODE	-
NCBP2_3	NCBP2	meme_xml	human	ENSG00000114503	SR;RSD;RL;RE;TR	31226278	eCLIP_ENCODE	-
NELFE_1	NELFE	meme_xml	human	ENSG00000204356	TEP	18303858	RBPDB	-
NELFE_2	NELFE	meme_xml	human	ENSG00000204356	TEP	18303858	RBPDB	-
NKRF_1	NKRF	meme_xml	human	ENSG00000186416	-	31226278	eCLIP_ENCODE	-
NKRF_2	NKRF	meme_xml	human	ENSG00000186416	-	31226278	eCLIP_ENCODE	-
NKRF_3	NKRF	meme_xml	human	ENSG00000186416	-	31226278	eCLIP_ENCODE	-
NOL12_1	NOL12	meme_xml	human	ENSG00000100101	RRP	31226278	eCLIP_ENCODE	-
NOL12_2	NOL12	meme_xml	human	ENSG00000100101	RRP	31226278	eCLIP_ENCODE	-
NONO_1	NONO	meme_xml	human	ENSG00000147140	SR;RE	31226278	eCLIP_ENCODE	-
NONO_2	NONO	meme_xml	human	ENSG00000147140	SR;RE	9001221;12403470	cisBP-RNA;SELEX	-
NOP56_1	NOP56	meme_xml	human	ENSG00000101361	-	23706177	PAR-CLIP	-
NOP58_1	NOP58	meme_xml	human	ENSG00000055044	-	23706177	PAR-CLIP	-
NOVA1_1	NOVA1	meme_xml	human	ENSG00000139910	SR;TEP;MRP	31724725	RBNS_ENCODE	-
NOVA2_1	NOVA2	meme_xml	human	ENSG00000104967	SR	10676814;10811881	SpliceAid-F;PDB	-
NOVA2_2	NOVA2	meme_xml	human	ENSG00000104967	SR	9789075	SpliceAid-F	-
NOVA2_3	NOVA2	meme_xml	human	ENSG00000104967	SR	9789075	SpliceAid-F	-
NOVA2_4	NOVA2	meme_xml	human	ENSG00000104967	SR	9789075	SpliceAid-F	-
NPM1_1	NPM1	meme_xml	human	ENSG00000181163	RRP	31226278	eCLIP_ENCODE	-
NPM1_2	NPM1	meme_xml	human	ENSG00000181163	RRP	31226278	eCLIP_ENCODE	-
NSUN2_1	NSUN2	meme_xml	human	ENSG00000037474	RM;TRR	31226278	eCLIP_ENCODE	-
NSUN2_2	NSUN2	meme_xml	human	ENSG00000037474	RM;TRR	31226278	eCLIP_ENCODE	-
NUMA1_1	NUMA1	meme_xml	human	ENSG00000137497	-	27720645	eCLIP	-
NUP42_1	NUP42	meme_xml	human	ENSG00000136243	-	31724725	RBNS_ENCODE	-
NUP42_2	NUP42	meme_xml	human	ENSG00000136243	-	31724725	RBNS_ENCODE	-
NXF1_1	NXF1	meme_xml	human	ENSG00000162231	RE;VRR	21822283	PDB	-
OAS1_1	OAS1	meme_xml	human	ENSG00000089127	-	23319625	PDB	-
OBI1_1	OBI1	meme_xml	human	ENSG00000152193	-	27720645	eCLIP	-
PABPC1_1	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	10499800;23041282	PDB	-
PABPC1_2	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	23846655	cisBP-RNA	-
PABPC1_3	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	7908267	cisBP-RNA	-
PABPC3_1	PABPC3	meme_xml	human	ENSG00000151846	-	23846655	cisBP-RNA	-
PABPC4_1	PABPC4	meme_xml	human	ENSG00000090621	RSD;RE	23846655	cisBP-RNA	-
PABPC5_1	PABPC5	meme_xml	human	ENSG00000174740	-	23846655	cisBP-RNA	-
PABPN1_1	PABPN1	meme_xml	human	ENSG00000100836	TEP;RSD;RE;TR	23846655	cisBP-RNA	-
PABPN1L_1	PABPN1L	meme_xml	human	ENSG00000205022	-	31724725	RBNS_ENCODE	-
PARP1_1	PARP1	meme_xml	human	ENSG00000143799	-	29387452	PAR-CLIP	-
PARP1_2	PARP1	meme_xml	human	ENSG00000143799	-	29387452	PAR-CLIP	-
PCBP1_1	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	31724725	RBNS_ENCODE	-
PCBP1_2	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	17609276;31724725	SpliceAid-F;RBNS_ENCODE	-
PCBP1_3	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	17609276	SpliceAid-F	-
PCBP1_4	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	16854432;11827469;12011088;7607214;17928403	SpliceAid-F;RBPDB;	-
PCBP1_5	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	8321232	SpliceAid-F	-
PCBP1_6	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	12011088	SpliceAid-F	-
PCBP1_7	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	23846655;10075886;17609276;31724725	cisBP-RNA;RBPMap;SpliceAid-F;RBNS_ENCODE	-
PCBP2_1	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	31724725;17451601	RBNS_ENCODE;SpliceAid-F	-
PCBP2_2	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	31724725	RBNS_ENCODE	-
PCBP2_3	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	17609276	SpliceAid-F	-
PCBP2_4	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	17609276	SpliceAid-F	-
PCBP2_5	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	8321232	SpliceAid-F	-
PCBP2_6	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	12011088	SpliceAid-F	-
PCBP2_7	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	15331611;22955616	SpliceAid-F;RBPDB;eCLIP;Spl	-
PCBP2_8	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	22955616	eCLIP	-
PCBP2_9	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	22955616;17609276	eCLIP;SpliceAid-F	-
PCBP4_1	PCBP4	meme_xml	human	ENSG00000090097	RSD	31724725	RBNS_ENCODE	-
PCBP4_2	PCBP4	meme_xml	human	ENSG00000090097	RSD	31724725	RBNS_ENCODE	-
PPIE_1	PPIE	meme_xml	human	ENSG00000084072	-	18258190;20460131	RBPDB	-
PPIE_2	PPIE	meme_xml	human	ENSG00000084072	-	18258190	RBPDB	-
PPIG_1	PPIG	meme_xml	human	ENSG00000138398	SR	31226278	eCLIP_ENCODE	-
PPIG_2	PPIG	meme_xml	human	ENSG00000138398	SR	31226278	eCLIP_ENCODE	-
PPIL4_1	PPIL4	meme_xml	human	ENSG00000131013	-	31226278	eCLIP_ENCODE	-
PPIL4_2	PPIL4	meme_xml	human	ENSG00000131013	-	31226278	eCLIP_ENCODE	-
PPIL4_3	PPIL4	meme_xml	human	ENSG00000131013	-	31226278	eCLIP_ENCODE	-
PPIL4_4	PPIL4	meme_xml	human	ENSG00000131013	-	31226278	eCLIP_ENCODE	-
PPIL4_5	PPIL4	meme_xml	human	ENSG00000131013	-	31226278	eCLIP_ENCODE	-
PPRC1_1	PPRC1	meme_xml	human	ENSG00000148840	-	23846655	cisBP-RNA	-
PRPF8_1	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	31226278;22955616	eCLIP_ENCODE;eCLIP	-
PRPF8_2	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	31226278	eCLIP_ENCODE	-
PRPF8_3	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	31226278	eCLIP_ENCODE	-
PRR3_1	PRR3	meme_xml	human	ENSG00000204576	-	31724725	RBNS_ENCODE	-
PRR3_2	PRR3	meme_xml	human	ENSG00000204576	-	31724725	RBNS_ENCODE	-
PTBP1_1	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	9826658	AEDB	-
PTBP1_2	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	16431980	SpliceAid-F	-
PTBP1_3	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	16431980;16260624	SpliceAid-F	-
PTBP1_4	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	17548433;9858533;19561594	SpliceAid-F;AEDB	-
PTBP1_5	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	9214659;9436911	SELEX;SpliceAid-F	-
PTBP2_1	PTBP2	meme_xml	human	ENSG00000117569	-	11003644	SpliceAid-F	-
PTBP3_1	PTBP3	meme_xml	human	ENSG00000119314	SR;RSD	31724725	RBNS_ENCODE	-
PUF60_1	PUF60	meme_xml	human	ENSG00000179950	SR;SS	31724725	RBNS_ENCODE	-
PUM1_1	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	31724725	RBNS_ENCODE	-
PUM1_2	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	18328718	PDB	-
PUM1_3	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	9404893;12202039;21397187;19540345	RBPDB;PDB	-
PUM2_1	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP;TR	18776931;20371350;18776931;20371350	cisBP-RNA;RBPDB;RIP-Chip;PAR-CLIP	-
PUM2_2	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP;TR	21397187	PDB	-
PUM2_3	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP;TR	21397187	PDB	-
PUM2_4	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP;TR	21397187	PDB	-
PUM2_5	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP;TR	31226278	eCLIP_ENCODE	-
QKI_1	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	15273320	RBPDB	-
QKI_2	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	24722255	SpliceAid-F	-
QKI_3	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	20371350;23630077	cisBP-RNA;PDB;PAR-CLIP	-
QKI_4	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	15273320	RBPDB	-
QKI_5	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	20371350	RBPMap	-
QKI_6	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	20371350	PAR-CLIP	-
QKI_7	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	31226278	eCLIP_ENCODE	-
QKI_8	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	23846655	cisBP-RNA	-
RALY_1	RALY	meme_xml	human	ENSG00000125970	SR	23846655	cisBP-RNA	-
RALYL_1	RALYL	meme_xml	human	ENSG00000184672	-	31724725	RBNS_ENCODE	-
RANGAP1_1	RANGAP1	meme_xml	human	ENSG00000100401	-	27720645	eCLIP	-
RBFOX1_1	RBFOX1	meme_xml	human	ENSG00000078328	SR	16362037;22434879;17101796;18573872	PDB;SpliceAid-F	-
RBFOX1_2	RBFOX1	meme_xml	human	ENSG00000078328	SR	22434879	SpliceAid-F	-
RBFOX1_3	RBFOX1	meme_xml	human	ENSG00000078328	SR	23846655	cisBP-RNA	-
RBFOX1_4	RBFOX1	meme_xml	human	ENSG00000078328	SR	16537540	SpliceAid-F	-
RBFOX2_1	RBFOX2	meme_xml	human	ENSG00000100320	SR;MRP	31724725	RBNS_ENCODE	-
RBFOX2_2	RBFOX2	meme_xml	human	ENSG00000100320	SR;MRP	22044765;19564422;16537540;18573872	SpliceAid-F	-
RBFOX3_1	RBFOX3	meme_xml	human	ENSG00000167281	SR	31724725	RBNS_ENCODE	-
RBM3_1	RBM3	meme_xml	human	ENSG00000102317	-	23846655	cisBP-RNA	-
RBM4_1	RBM4	meme_xml	human	ENSG00000173933	SR;MRP;TR	16260624;16777844;21518792	SpliceAid-F	-
RBM4_2	RBM4	meme_xml	human	ENSG00000173933	SR;MRP;TR	31724725	RBNS_ENCODE	-
RBM4B_1	RBM4B	meme_xml	human	ENSG00000173914	-	31724725	RBNS_ENCODE	-
RBM4B_2	RBM4B	meme_xml	human	ENSG00000173914	-	31724725	RBNS_ENCODE	-
RBM4B_3	RBM4B	meme_xml	human	ENSG00000173914	-	31724725	RBNS_ENCODE	-
RBM5_1	RBM5	meme_xml	human	ENSG00000003756	SR;SS	18840686;24332178	SpliceAid-F;HITS-CLIP	-
RBM5_2	RBM5	meme_xml	human	ENSG00000003756	SR;SS	22162216	SpliceAid-F	-
RBM5_3	RBM5	meme_xml	human	ENSG00000003756	SR;SS	22517726;23846655	SpliceAid-F;cisBP-RNA	-
RBM6_1	RBM6	meme_xml	human	ENSG00000004534	SR	24332178	HITS-CLIP	-
RBM8A_1	RBM8A	meme_xml	human	ENSG00000265241	-	23846655	cisBP-RNA	-
RBM10_1	RBM10	meme_xml	human	ENSG00000182872	-	34086933	catRAPID_omics_v2.1	-
RBM10_2	RBM10	meme_xml	human	ENSG00000182872	-	24332178	HITS-CLIP	-
RBM14_1	RBM14	meme_xml	human	ENSG00000239306	SR;VRR	23846655	cisBP-RNA	-
RBM15_1	RBM15	meme_xml	human	ENSG00000162775	SR;RE	31226278	eCLIP_ENCODE	-
RBM15B_1	RBM15B	meme_xml	human	ENSG00000259956	SR;RE;VRR	31724725	RBNS_ENCODE	-
RBM15B_2	RBM15B	meme_xml	human	ENSG00000259956	SR;RE;VRR	31724725	RBNS_ENCODE	-
RBM22_1	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_2	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_3	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_4	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_5	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_6	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278	eCLIP_ENCODE	-
RBM22_7	RBM22	meme_xml	human	ENSG00000086589	SR;SS	31226278;31724725	eCLIP_ENCODE;RBNS_ENCODE	-
RBM23_1	RBM23	meme_xml	human	ENSG00000100461	SR	31724725	RBNS_ENCODE	-
RBM23_2	RBM23	meme_xml	human	ENSG00000100461	SR	31724725	RBNS_ENCODE	-
RBM24_1	RBM24	meme_xml	human	ENSG00000112183	SR;RSD	31724725	RBNS_ENCODE	-
RBM25_1	RBM25	meme_xml	human	ENSG00000119707	SR;SS	18663000;23190262	SpliceAid-F	-
RBM25_2	RBM25	meme_xml	human	ENSG00000119707	SR;SS	31724725	RBNS_ENCODE	-
RBM25_3	RBM25	meme_xml	human	ENSG00000119707	SR;SS	31724725	RBNS_ENCODE	-
RBM25_4	RBM25	meme_xml	human	ENSG00000119707	SR;SS	31724725	RBNS_ENCODE	-
RBM28_1	RBM28	meme_xml	human	ENSG00000106344	-	23846655	cisBP-RNA	-
RBM39_1	RBM39	meme_xml	human	ENSG00000131051	SR;SS	27354116	HITS-CLIP	-
RBM41_1	RBM41	meme_xml	human	ENSG00000089682	-	31724725	RBNS_ENCODE	-
RBM42_1	RBM42	meme_xml	human	ENSG00000126254	-	23846655	cisBP-RNA	-
RBM45_1	RBM45	meme_xml	human	ENSG00000155636	PSG	31724725	RBNS_ENCODE	-
RBM45_2	RBM45	meme_xml	human	ENSG00000155636	PSG	31724725	RBNS_ENCODE	-
RBM45_3	RBM45	meme_xml	human	ENSG00000155636	PSG	31724725	RBNS_ENCODE	-
RBM45_4	RBM45	meme_xml	human	ENSG00000155636	PSG	31724725	RBNS_ENCODE	-
RBM45_5	RBM45	meme_xml	human	ENSG00000155636	PSG	31724725	RBNS_ENCODE	-
RBM46_1	RBM46	meme_xml	human	ENSG00000151962	-	23846655	cisBP-RNA	-
RBM47_1	RBM47	meme_xml	human	ENSG00000163694	SR;RM;RSD	24898756	HITS-CLIP	-
RBMS1_1	RBMS1	meme_xml	human	ENSG00000153250	-	23846655	cisBP-RNA	-
RBMS2_1	RBMS2	meme_xml	human	ENSG00000076067	-	31724725	RBNS_ENCODE	-
RBMS3_1	RBMS3	meme_xml	human	ENSG00000144642	RSD	31724725	RBNS_ENCODE	-
RBMS3_2	RBMS3	meme_xml	human	ENSG00000144642	RSD	31724725	RBNS_ENCODE	-
RBMS3_3	RBMS3	meme_xml	human	ENSG00000144642	RSD	31724725	RBNS_ENCODE	-
RBMS3_4	RBMS3	meme_xml	human	ENSG00000144642	RSD	31724725	RBNS_ENCODE	-
RBMS3_5	RBMS3	meme_xml	human	ENSG00000144642	RSD	23846655	cisBP-RNA	-
RBMX_1	RBMX	meme_xml	human	ENSG00000147274	-	12761049	AEDB	-
RBMX_2	RBMX	meme_xml	human	ENSG00000147274	-	24692659;11726560;12165565;10931943;12761049	SpliceAid-F;AEDB	-
RBMY1A1_1	RBMY1A1	meme_xml	human	ENSG00000234414	-	17318228	cisBP-RNA	-
RC3H1_1	RC3H1	meme_xml	human	ENSG00000135870	RSD	31724725;25026078;26170170	RBNS_ENCODE;PDB;PAR-CLIP;RBNS_EN	-
RC3H1_2	RC3H1	meme_xml	human	ENSG00000135870	RSD	26170170	PAR-CLIP	-
TROVE2_1	TROVE2	meme_xml	human	ENSG00000116747	RRP	26382853	iCLIP	-
TROVE2_2	TROVE2	meme_xml	human	ENSG00000116747	RRP	26382853	iCLIP	-
TROVE2_3	TROVE2	meme_xml	human	ENSG00000116747	RRP	31226278	eCLIP_ENCODE	-
TROVE2_4	TROVE2	meme_xml	human	ENSG00000116747	RRP	31226278	eCLIP_ENCODE	-
TROVE2_5	TROVE2	meme_xml	human	ENSG00000116747	RRP	31226278	eCLIP_ENCODE	-
TROVE2_6	TROVE2	meme_xml	human	ENSG00000116747	RRP	26382853	iCLIP	-
TROVE2_7	TROVE2	meme_xml	human	ENSG00000116747	RRP	26382853	iCLIP	-
RPS5_1	RPS5	meme_xml	human	ENSG00000083845	RBT;VRR	31226278	eCLIP_ENCODE	-
RPS5_2	RPS5	meme_xml	human	ENSG00000083845	RBT;VRR	31226278	eCLIP_ENCODE	-
SAFB2_1	SAFB2	meme_xml	human	ENSG00000130254	-	31226278	eCLIP_ENCODE	-
SAFB2_2	SAFB2	meme_xml	human	ENSG00000130254	-	31226278	eCLIP_ENCODE	-
SAMD4A_1	SAMD4A	meme_xml	human	ENSG00000020577	-	23846655	cisBP-RNA	-
SART3_1	SART3	meme_xml	human	ENSG00000075856	SS;VRR	23846655	cisBP-RNA	-
SF1_1	SF1	meme_xml	human	ENSG00000168066	SR;SS	24722255;9512519	SpliceAid-F	-
SF1_2	SF1	meme_xml	human	ENSG00000168066	SR;SS	31724725;11438677;11691992	RBNS_ENCODE;SpliceAid-F;RBPDB	-
SF3A3_1	SF3A3	meme_xml	human	ENSG00000183431	SS	31226278;22955616	eCLIP_ENCODE;eCLIP	-
SF3A3_2	SF3A3	meme_xml	human	ENSG00000183431	SS	31226278	eCLIP_ENCODE	-
SF3A3_3	SF3A3	meme_xml	human	ENSG00000183431	SS	31226278	eCLIP_ENCODE	-
SF3A3_4	SF3A3	meme_xml	human	ENSG00000183431	SS	31226278	eCLIP_ENCODE	-
SF3B4_1	SF3B4	meme_xml	human	ENSG00000143368	SS	31226278	eCLIP_ENCODE	-
SF3B4_2	SF3B4	meme_xml	human	ENSG00000143368	SS	22955616;31226278	eCLIP;eCLIP_ENCODE	-
SFPQ_1	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	31724725	RBNS_ENCODE	-
SFPQ_2	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	31724725;23846655	RBNS_ENCODE;cisBP-RNA	-
SFPQ_3	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	31724725	RBNS_ENCODE	-
SFPQ_4	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	31724725	RBNS_ENCODE	-
SFPQ_5	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	12403470;24632473	RBPDB;SELEX;SpliceAid-F	-
SFPQ_6	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	31226278	eCLIP_ENCODE	-
SLTM_1	SLTM	meme_xml	human	ENSG00000137776	-	22955616	eCLIP	-
SMNDC1_1	SMNDC1	meme_xml	human	ENSG00000119953	SS	31226278	eCLIP_ENCODE	-
SMNDC1_2	SMNDC1	meme_xml	human	ENSG00000119953	SS	31226278	eCLIP_ENCODE	-
SND1_1	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	31226278	eCLIP_ENCODE	-
SND1_2	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	31226278	eCLIP_ENCODE	-
SND1_3	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	31226278	eCLIP_ENCODE	-
SND1_4	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	31226278	eCLIP_ENCODE	-
SND1_5	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	31226278	eCLIP_ENCODE	-
SNRNP70_1	SNRNP70	meme_xml	human	ENSG00000104852	SS	23846655	cisBP-RNA	-
SNRPA_1	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	31724725;1717938;7984237;9312034	RBNS_ENCODE;cisBP-RNA;PDB;	-
SNRPA_2	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	10094314	cisBP-RNA	-
SNRPA_3	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	10094314	cisBP-RNA	-
SNRPB2_1	SNRPB2	meme_xml	human	ENSG00000125870	-	9716128	PDB	-
SOX2_1	SOX2	meme_xml	human	ENSG00000181449	-	32016422	PAR-CLIP	-
SRP14_1	SRP14	meme_xml	human	ENSG00000140319	-	11089964	PDB	-
SRP68_1	SRP68	meme_xml	human	ENSG00000167881	-	24700861	PDB	-
SRRM4_1	SRRM4	meme_xml	human	ENSG00000139767	-	25219497	PAR-iCLIP	-
SRRM4_2	SRRM4	meme_xml	human	ENSG00000139767	-	25219497	PAR-iCLIP	-
SRSF1_1	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	catRAPID_omics_v2.1	-
SRSF1_2	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	19111562	SpliceAid-F	-
SRSF1_3	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	10629063;11967553;12824367;19296853;9649504	SpliceAid-F;AEDB;RBPMap	-
SRSF1_4	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	15247216;10523623;18841201;19296853;18315555	AEDB;SpliceAid-F;RBPMap;Spli	-
SRSF1_5	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	12829008	AEDB	-
SRSF1_6	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	9826658;10629063;11825891	AEDB;SpliceAid-F;Spl	-
SRSF1_7	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	10766763	AEDB	-
SRSF1_8	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	17668007;15302913;10629063	RBPDB;SpliceAid-F	-
SRSF1_9	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	7543047	cisBP-RNA;SpliceAid-F	-
SRSF1_10	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	7543047	SpliceAid-F;cisBP-RNA	-
SRSF1_11	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	16825284	SpliceAid-F;RBPDB	-
SRSF2_1	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	19843576;11779509	SpliceAid-F	-
SRSF2_2	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	19843576;11967553;19296853	SpliceAid-F;AEDB;RBPMap	-
SRSF2_3	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	11825891;10094314	AEDB;SpliceAid-F	-
SRSF2_4	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	9858550;19296853;10022858	AEDB;SpliceAid-F;RBPMap	-
SRSF2_5	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	15247216;22002536;12612063;9848651;16990281	AEDB;PDB;SpliceAid-F;Spli	-
SRSF2_6	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	10629063;31724725;11825891	SpliceAid-F;RBNS_ENCODE;AEDB	-
SRSF2_7	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	10094314;14703516;11847131;31724725	SpliceAid-F;RBNS_ENCODE	-
