RBP_motif_ID	RBP_name	Motif_type	Organism	Gene_ID	Function_IDs	Reference	Experiment	Comments
PABPC1_3	PABPC1	meme_xml	human	ENSG00000070756	RSD;RE;TR;VRR	34086933	-	-
PABPC3_1	PABPC3	meme_xml	human	ENSG00000151846	-	34086933	-	-
PABPC4_1	PABPC4	meme_xml	human	ENSG00000090621	RSD;RE	34086933	-	-
PABPC5_1	PABPC5	meme_xml	human	ENSG00000174740	-	34086933	-	-
PABPN1_1	PABPN1	meme_xml	human	ENSG00000100836	TEP;RSD;RE;TR	34086933	-	-
PABPN1L_1	PABPN1L	meme_xml	human	ENSG00000205022	-	34086933	-	-
PARP1_1	PARP1	meme_xml	human	ENSG00000143799	-	34086933	-	-
PARP1_2	PARP1	meme_xml	human	ENSG00000143799	-	34086933	-	-
PCBP1_1	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_2	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_3	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_4	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_5	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_6	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP1_7	PCBP1	meme_xml	human	ENSG00000169564	SR;RSD;TR;VRR	34086933	-	-
PCBP2_1	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_2	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_3	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_4	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_5	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_6	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_7	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_8	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP2_9	PCBP2	meme_xml	human	ENSG00000197111	SR;TR;VRR	34086933	-	-
PCBP4_1	PCBP4	meme_xml	human	ENSG00000090097	RSD	34086933	-	-
PCBP4_2	PCBP4	meme_xml	human	ENSG00000090097	RSD	34086933	-	-
PPIE_1	PPIE	meme_xml	human	ENSG00000084072	-	34086933	-	-
PPIE_2	PPIE	meme_xml	human	ENSG00000084072	-	34086933	-	-
PPIG_1	PPIG	meme_xml	human	ENSG00000138398	SR	34086933	-	-
PPIG_2	PPIG	meme_xml	human	ENSG00000138398	SR	34086933	-	-
PPIL4_1	PPIL4	meme_xml	human	ENSG00000131013	-	34086933	-	-
PPIL4_2	PPIL4	meme_xml	human	ENSG00000131013	-	34086933	-	-
PPIL4_3	PPIL4	meme_xml	human	ENSG00000131013	-	34086933	-	-
PPIL4_4	PPIL4	meme_xml	human	ENSG00000131013	-	34086933	-	-
PPIL4_5	PPIL4	meme_xml	human	ENSG00000131013	-	34086933	-	-
PPRC1_1	PPRC1	meme_xml	human	ENSG00000148840	-	34086933	-	-
PRPF8_1	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	34086933	-	-
PRPF8_2	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	34086933	-	-
PRPF8_3	PRPF8	meme_xml	human	ENSG00000174231	SR;SS	34086933	-	-
PRR3_1	PRR3	meme_xml	human	ENSG00000204576	-	34086933	-	-
PRR3_2	PRR3	meme_xml	human	ENSG00000204576	-	34086933	-	-
PTBP1_1	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	34086933	-	-
PTBP1_2	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	34086933	-	-
PTBP1_3	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	34086933	-	-
PTBP1_4	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	34086933	-	-
PTBP1_5	PTBP1	meme_xml	human	ENSG00000011304	SR;RSD;MRP;TR;VRR	34086933	-	-
PTBP2_1	PTBP2	meme_xml	human	ENSG00000117569	-	34086933	-	-
PTBP3_1	PTBP3	meme_xml	human	ENSG00000119314	SR;RSD	34086933	-	-
PUF60_1	PUF60	meme_xml	human	ENSG00000179950	SR;SS	34086933	-	-
PUM1_1	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	31724725;34086933	RBNS	RBNS_ENCODE
PUM1_2	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	34086933	-	-
PUM1_3	PUM1	meme_xml	human	ENSG00000134644	RSD;MRP;TR	34086933	-	-
PUM2_1	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP	34086933	-	-
PUM2_2	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP	34086933	-	-
PUM2_3	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP	34086933	-	-
PUM2_4	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP	34086933	-	-
PUM2_5	PUM2	meme_xml	human	ENSG00000055917	RSD;MRP	34086933	-	-
QKI_1	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_2	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_3	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_4	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_5	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_6	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_7	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
QKI_8	QKI	meme_xml	human	ENSG00000112531	SR;RSD;MRP;RL;RE	34086933	-	-
RALY_1	RALY	meme_xml	human	ENSG00000125970	SR	34086933	-	-
RALYL_1	RALYL	meme_xml	human	ENSG00000184672	-	34086933	-	-
RANGAP1_1	RANGAP1	meme_xml	human	ENSG00000100401	-	34086933	-	-
RBFOX1_1	RBFOX1	meme_xml	human	ENSG00000078328	-	34086933	-	-
RBFOX1_2	RBFOX1	meme_xml	human	ENSG00000078328	-	34086933	-	-
RBFOX1_3	RBFOX1	meme_xml	human	ENSG00000078328	-	34086933	-	-
RBFOX1_4	RBFOX1	meme_xml	human	ENSG00000078328	-	34086933	-	-
RBFOX2_1	RBFOX2	meme_xml	human	ENSG00000100320	SR;MRP	34086933	-	-
RBFOX2_2	RBFOX2	meme_xml	human	ENSG00000100320	SR;MRP	34086933	-	-
RBFOX3_1	RBFOX3	meme_xml	human	ENSG00000167281	SR	34086933	-	-
RBM3_1	RBM3	meme_xml	human	ENSG00000102317	-	34086933	-	-
RBM4_1	RBM4	meme_xml	human	ENSG00000173933	SR;MRP;TR	34086933	-	-
RBM4_2	RBM4	meme_xml	human	ENSG00000173933	SR;MRP;TR	34086933	-	-
RBM4B_1	RBM4B	meme_xml	human	ENSG00000173914	-	34086933	-	-
RBM4B_2	RBM4B	meme_xml	human	ENSG00000173914	-	34086933	-	-
RBM4B_3	RBM4B	meme_xml	human	ENSG00000173914	-	34086933	-	-
RBM5_1	RBM5	meme_xml	human	ENSG00000003756	SR;SS	34086933	-	-
RBM5_2	RBM5	meme_xml	human	ENSG00000003756	SR;SS	34086933	-	-
RBM5_3	RBM5	meme_xml	human	ENSG00000003756	SR;SS	34086933	-	-
RBM6_1	RBM6	meme_xml	human	ENSG00000004534	SR	34086933	-	-
RBM8A_1	RBM8A	meme_xml	human	ENSG00000265241	-	34086933	-	-
RBM10_1	RBM10	meme_xml	human	ENSG00000182872	-	34086933	-	-
RBM10_2	RBM10	meme_xml	human	ENSG00000182872	-	34086933	-	-
RBM14_1	RBM14	meme_xml	human	ENSG00000239306	SR;VRR	34086933	-	-
RBM15_1	RBM15	meme_xml	human	ENSG00000162775	SR;RE	34086933	-	-
RBM15B_1	RBM15B	meme_xml	human	ENSG00000259956	SR;RE;VRR	34086933	-	-
RBM15B_2	RBM15B	meme_xml	human	ENSG00000259956	SR;RE;VRR	34086933	-	-
RBM22_1	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_2	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_3	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_4	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_5	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_6	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM22_7	RBM22	meme_xml	human	ENSG00000086589	SR;SS	34086933	-	-
RBM23_1	RBM23	meme_xml	human	ENSG00000100461	SR	34086933	-	-
RBM23_2	RBM23	meme_xml	human	ENSG00000100461	SR	34086933	-	-
RBM24_1	RBM24	meme_xml	human	ENSG00000112183	SR;RSD	34086933	-	-
RBM25_1	RBM25	meme_xml	human	ENSG00000119707	SR;SS	34086933	-	-
RBM25_2	RBM25	meme_xml	human	ENSG00000119707	SR;SS	34086933	-	-
RBM25_3	RBM25	meme_xml	human	ENSG00000119707	SR;SS	34086933	-	-
RBM25_4	RBM25	meme_xml	human	ENSG00000119707	SR;SS	34086933	-	-
RBM28_1	RBM28	meme_xml	human	ENSG00000106344	-	34086933	-	-
RBM39_1	RBM39	meme_xml	human	ENSG00000131051	SR;SS	34086933	-	-
RBM41_1	RBM41	meme_xml	human	ENSG00000089682	-	34086933	-	-
RBM42_1	RBM42	meme_xml	human	ENSG00000126254	-	34086933	-	-
RBM45_1	RBM45	meme_xml	human	ENSG00000155636	PSG	34086933	-	-
RBM45_2	RBM45	meme_xml	human	ENSG00000155636	PSG	34086933	-	-
RBM45_3	RBM45	meme_xml	human	ENSG00000155636	PSG	34086933	-	-
RBM45_4	RBM45	meme_xml	human	ENSG00000155636	PSG	34086933	-	-
RBM45_5	RBM45	meme_xml	human	ENSG00000155636	PSG	34086933	-	-
RBM46_1	RBM46	meme_xml	human	ENSG00000151962	-	34086933	-	-
RBM47_1	RBM47	meme_xml	human	ENSG00000163694	SR;RM;RSD	34086933	-	-
RBMS1_1	RBMS1	meme_xml	human	ENSG00000153250	-	34086933	-	-
RBMS2_1	RBMS2	meme_xml	human	ENSG00000076067	-	34086933	-	-
RBMS3_1	RBMS3	meme_xml	human	ENSG00000144642	RSD	34086933	-	-
RBMS3_2	RBMS3	meme_xml	human	ENSG00000144642	RSD	34086933	-	-
RBMS3_3	RBMS3	meme_xml	human	ENSG00000144642	RSD	34086933	-	-
RBMS3_4	RBMS3	meme_xml	human	ENSG00000144642	RSD	34086933	-	-
RBMS3_5	RBMS3	meme_xml	human	ENSG00000144642	RSD	34086933	-	-
RBMX_1	RBMX	meme_xml	human	ENSG00000147274	-	34086933	-	-
RBMX_2	RBMX	meme_xml	human	ENSG00000147274	-	34086933	-	-
RBMY1A1_1	RBMY1A1	meme_xml	human	ENSG00000234414	-	34086933	-	-
RC3H1_1	RC3H1	meme_xml	human	ENSG00000135870	RSD	34086933	-	-
RC3H1_2	RC3H1	meme_xml	human	ENSG00000135870	RSD	34086933	-	-
TROVE2_1	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_2	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_3	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_4	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_5	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_6	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
TROVE2_7	TROVE2	meme_xml	human	ENSG00000116747	RRP	34086933	-	-
RPS5_1	RPS5	meme_xml	human	ENSG00000083845	RBT;VRR	34086933	-	-
RPS5_2	RPS5	meme_xml	human	ENSG00000083845	RBT;VRR	34086933	-	-
SAFB2_1	SAFB2	meme_xml	human	ENSG00000130254	-	34086933	-	-
SAFB2_2	SAFB2	meme_xml	human	ENSG00000130254	-	34086933	-	-
SAMD4A_1	SAMD4A	meme_xml	human	ENSG00000020577	-	34086933	-	-
SART3_1	SART3	meme_xml	human	ENSG00000075856	SS;VRR	34086933	-	-
SF1_1	SF1	meme_xml	human	ENSG00000168066	SR;SS	34086933	-	-
SF1_2	SF1	meme_xml	human	ENSG00000168066	SR;SS	34086933	-	-
SF3A3_1	SF3A3	meme_xml	human	ENSG00000183431	SS	34086933	-	-
SF3A3_2	SF3A3	meme_xml	human	ENSG00000183431	SS	34086933	-	-
SF3A3_3	SF3A3	meme_xml	human	ENSG00000183431	SS	34086933	-	-
SF3A3_4	SF3A3	meme_xml	human	ENSG00000183431	SS	34086933	-	-
SF3B4_1	SF3B4	meme_xml	human	ENSG00000143368	SS	34086933	-	-
SF3B4_2	SF3B4	meme_xml	human	ENSG00000143368	SS	34086933	-	-
SFPQ_1	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SFPQ_2	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SFPQ_3	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SFPQ_4	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SFPQ_5	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SFPQ_6	SFPQ	meme_xml	human	ENSG00000116560	SR;SS	34086933	-	-
SLTM_1	SLTM	meme_xml	human	ENSG00000137776	-	34086933	-	-
SMNDC1_1	SMNDC1	meme_xml	human	ENSG00000119953	SS	34086933	-	-
SMNDC1_2	SMNDC1	meme_xml	human	ENSG00000119953	SS	34086933	-	-
SND1_1	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	34086933	-	-
SND1_2	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	34086933	-	-
SND1_3	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	34086933	-	-
SND1_4	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	34086933	-	-
SND1_5	SND1	meme_xml	human	ENSG00000197157	SR;RM;RSD;MRP;VRR	34086933	-	-
SNRNP70_1	SNRNP70	meme_xml	human	ENSG00000104852	SS	34086933	-	-
SNRPA_1	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	34086933	-	-
SNRPA_2	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	34086933	-	-
SNRPA_3	SNRPA	meme_xml	human	ENSG00000077312	SS;TEP	34086933	-	-
SNRPB2_1	SNRPB2	meme_xml	human	ENSG00000125870	-	34086933	-	-
SOX2_1	SOX2	meme_xml	human	ENSG00000181449	-	34086933	-	-
SRP14_1	SRP14	meme_xml	human	ENSG00000140319	-	34086933	-	-
SRP68_1	SRP68	meme_xml	human	ENSG00000167881	-	34086933	-	-
SRRM4_1	SRRM4	meme_xml	human	ENSG00000139767	-	34086933	-	-
SRRM4_2	SRRM4	meme_xml	human	ENSG00000139767	-	34086933	-	-
SRSF1_1	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_2	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_3	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_4	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_5	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_6	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_7	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_8	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_9	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_10	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF1_11	SRSF1	meme_xml	human	ENSG00000136450	SR;VRR	34086933	-	-
SRSF2_1	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_2	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_3	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_4	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_5	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_6	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_7	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF2_8	SRSF2	meme_xml	human	ENSG00000161547	SR;RSD;VRR	34086933	-	-
SRSF3_1	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	34086933	-	-
SRSF3_2	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	34086933	-	-
SRSF3_3	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	34086933	-	-
SRSF3_4	SRSF3	meme_xml	human	ENSG00000112081	SR;RM;TEP;RE;TR;VRR	34086933	-	-
SRSF4_1	SRSF4	meme_xml	human	ENSG00000116350	SR;VRR	34086933	-	-
SRSF4_2	SRSF4	meme_xml	human	ENSG00000116350	SR;VRR	34086933	-	-
SRSF5_1	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	34086933	-	-
SRSF5_2	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	34086933	-	-
SRSF5_3	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	34086933	-	-
SRSF5_4	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	34086933	-	-
SRSF5_5	SRSF5	meme_xml	human	ENSG00000100650	SR;VRR	34086933	-	-
SRSF6_1	SRSF6	meme_xml	human	ENSG00000124193	-	34086933	-	-
SRSF6_2	SRSF6	meme_xml	human	ENSG00000124193	-	34086933	-	-
SRSF6_3	SRSF6	meme_xml	human	ENSG00000124193	-	34086933	-	-
SRSF6_4	SRSF6	meme_xml	human	ENSG00000124193	-	34086933	-	-
SRSF7_1	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_2	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_3	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_4	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_5	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_6	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_7	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_8	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_9	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF7_10	SRSF7	meme_xml	human	ENSG00000115875	SR;TEP;RE;VRR	34086933	-	-
SRSF8_1	SRSF8	meme_xml	human	ENSG00000271885	SR	34086933	-	-
SRSF8_2	SRSF8	meme_xml	human	ENSG00000271885	SR	34086933	-	-
SRSF9_1	SRSF9	meme_xml	human	ENSG00000111786	SR	34086933	-	-
SRSF10_1	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	34086933	-	-
SRSF10_2	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	34086933	-	-
SRSF10_3	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	34086933	-	-
SRSF10_4	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	34086933	-	-
SRSF10_5	SRSF10	meme_xml	human	ENSG00000188529	SR;RM;VRR	34086933	-	-
SRSF11_1	SRSF11	meme_xml	human	ENSG00000116754	SR	34086933	-	-
SRSF11_2	SRSF11	meme_xml	human	ENSG00000116754	SR	34086933	-	-
SSB_1	SSB	meme_xml	human	ENSG00000138385	TEP;RSD;TRR;VRR	34086933	-	-
SUB1_1	SUB1	meme_xml	human	ENSG00000113387	-	34086933	-	-
SUB1_2	SUB1	meme_xml	human	ENSG00000113387	-	34086933	-	-
SUGP2_1	SUGP2	meme_xml	human	ENSG00000064607	SR	34086933	-	-
SUGP2_2	SUGP2	meme_xml	human	ENSG00000064607	SR	34086933	-	-
SUPV3L1_1	SUPV3L1	meme_xml	human	ENSG00000156502	TEP;RSD;MTR	34086933	-	-
SUPV3L1_2	SUPV3L1	meme_xml	human	ENSG00000156502	TEP;RSD;MTR	34086933	-	-
SYNCRIP_1	SYNCRIP	meme_xml	human	ENSG00000135316	SR;RM;RSD;TR;VRR	34086933	-	-
TAF15_1	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	34086933	-	-
TAF15_2	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	34086933	-	-
TAF15_3	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	34086933	-	-
TAF15_4	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	34086933	-	-
TAF15_5	TAF15	meme_xml	human	ENSG00000270647	RSD;PSG	34086933	-	-
TARBP2_1	TARBP2	meme_xml	human	ENSG00000139546	-	34086933	-	-
TARBP2_2	TARBP2	meme_xml	human	ENSG00000139546	-	34086933	-	-
TARBP2_3	TARBP2	meme_xml	human	ENSG00000139546	-	34086933	-	-
TARDBP_1	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	34086933	-	-
TARDBP_2	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	34086933	-	-
TARDBP_3	TARDBP	meme_xml	human	ENSG00000120948	SR;RSD;MRP;RL;PSG	34086933	-	-
TBRG4_1	TBRG4	meme_xml	human	ENSG00000136270	MTR	34086933	-	-
TBRG4_2	TBRG4	meme_xml	human	ENSG00000136270	MTR	34086933	-	-
TIA1_1	TIA1	meme_xml	human	ENSG00000116001	SR;RSD;TR;VRR;PSG	34086933	-	-
TIAL1_1	TIAL1	meme_xml	human	ENSG00000151923	SR;TR;VRR	34086933	-	-
TIAL1_2	TIAL1	meme_xml	human	ENSG00000151923	SR;TR;VRR	34086933	-	-
TNRC6A_1	TNRC6A	meme_xml	human	ENSG00000090905	RSD;MRP;TR	34086933	-	-
TNRC6A_2	TNRC6A	meme_xml	human	ENSG00000090905	RSD;MRP;TR	34086933	-	-
TRA2A_1	TRA2A	meme_xml	human	ENSG00000164548	SR	34086933	-	-
TRA2A_2	TRA2A	meme_xml	human	ENSG00000164548	SR	34086933	-	-
TRA2A_3	TRA2A	meme_xml	human	ENSG00000164548	SR	34086933	-	-
TRA2A_4	TRA2A	meme_xml	human	ENSG00000164548	SR	34086933	-	-
TRA2A_5	TRA2A	meme_xml	human	ENSG00000164548	SR	34086933	-	-
TRA2B_1	TRA2B	meme_xml	human	ENSG00000136527	-	34086933	-	-
TRA2B_2	TRA2B	meme_xml	human	ENSG00000136527	-	34086933	-	-
TRNAU1AP_1	TRNAU1AP	meme_xml	human	ENSG00000180098	TRR	34086933	-	-
TRNAU1AP_2	TRNAU1AP	meme_xml	human	ENSG00000180098	TRR	34086933	-	-
TUT1_1	TUT1	meme_xml	human	ENSG00000149016	-	34086933	-	-
U2AF1_1	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	34086933	-	-
U2AF1_2	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	34086933	-	-
U2AF1_3	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	34086933	-	-
U2AF1_4	U2AF1	meme_xml	human	ENSG00000160201	SR;SS	34086933	-	-
U2AF2_1	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	34086933	-	-
U2AF2_2	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	34086933	-	-
U2AF2_3	U2AF2	meme_xml	human	ENSG00000063244	SR;SS;RE	34086933	-	-
UCHL5_1	UCHL5	meme_xml	human	ENSG00000116750	-	34086933	-	-
UCHL5_2	UCHL5	meme_xml	human	ENSG00000116750	-	34086933	-	-
UCHL5_3	UCHL5	meme_xml	human	ENSG00000116750	-	34086933	-	-
UNK_1	UNK	meme_xml	human	ENSG00000132478	TR	34086933	-	-
UNK_2	UNK	meme_xml	human	ENSG00000132478	TR	34086933	-	-
UNK_3	UNK	meme_xml	human	ENSG00000132478	TR	34086933	-	-
UPF1_1	UPF1	meme_xml	human	ENSG00000005007	RSD;RE;TR	34086933	-	-
WDR33_1	WDR33	meme_xml	human	ENSG00000136709	-	34086933	-	-
XPO5_1	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	34086933	-	-
XPO5_2	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	34086933	-	-
XPO5_3	XPO5	meme_xml	human	ENSG00000124571	MRP;RL;RE;VRR	34086933	-	-
XRCC6_1	XRCC6	meme_xml	human	ENSG00000196419	-	34086933	-	-
XRCC6_2	XRCC6	meme_xml	human	ENSG00000196419	-	34086933	-	-
XRCC6_3	XRCC6	meme_xml	human	ENSG00000196419	-	34086933	-	-
XRCC6_4	XRCC6	meme_xml	human	ENSG00000196419	-	34086933	-	-
XRN2_1	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	34086933	-	-
XRN2_2	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	34086933	-	-
XRN2_3	XRN2	meme_xml	human	ENSG00000088930	RRP;RSD;VRR	34086933	-	-
YBX1_1	YBX1	meme_xml	human	ENSG00000065978	-	34086933	-	-
YBX1_2	YBX1	meme_xml	human	ENSG00000065978	-	34086933	-	-
YBX1_3	YBX1	meme_xml	human	ENSG00000065978	-	34086933	-	-
YBX2_1	YBX2	meme_xml	human	ENSG00000006047	-	34086933	-	-
YBX3_1	YBX3	meme_xml	human	ENSG00000060138	RSD	34086933	-	-
YTHDC1_1	YTHDC1	meme_xml	human	ENSG00000083896	-	34086933	-	-
YWHAG_1	YWHAG	meme_xml	human	ENSG00000170027	-	34086933	-	-
ZC3H10_1	ZC3H10	meme_xml	human	ENSG00000135482	-	34086933	-	-
ZCRB1_1	ZCRB1	meme_xml	human	ENSG00000139168	SS;VRR	34086933	-	-
ZFP36_1	ZFP36	meme_xml	human	ENSG00000128016	RSD;TR	34086933	-	-
ZFP36_2	ZFP36	meme_xml	human	ENSG00000128016	RSD;TR	34086933	-	-
ZFP36L2_1	ZFP36L2	meme_xml	human	ENSG00000152518	-	34086933	-	-
ZFP36L2_2	ZFP36L2	meme_xml	human	ENSG00000152518	-	34086933	-	-
ZNF184_1	ZNF184	meme_xml	human	ENSG00000096654	-	34086933	-	-
ZNF326_1	ZNF326	meme_xml	human	ENSG00000162664	SR	34086933	-	-
ZNF326_2	ZNF326	meme_xml	human	ENSG00000162664	SR	34086933	-	-
ZNF326_3	ZNF326	meme_xml	human	ENSG00000162664	SR	34086933	-	-
ZNF622_1	ZNF622	meme_xml	human	ENSG00000173545	RRP	34086933	-	-
